time;AAPL_NAS;MSFT_NAS;AMZN_NAS;TSLA_NAS;GOOG_NAS;UNH_NYSE;NVDA_NAS;JNJ_NYSE;XOM_NYSE;JPM_NYSE;PG_NYSE;V_NYSE;HD_NYSE;CVX_NYSE;MA_NYSE;PFE_NYSE;BAC_NYSE;ABBV_NYSE;KO_NYSE;PEP_NAS;LLY_NYSE;COST_NAS;TMO_NYSE;MRK_NYSE;AVGO_NAS;DIS_NYSE;ADBE_NAS;ACN_NYSE;ABT_NYSE;MCD_NYSE;CSCO_NAS;DHR_NYSE;VZ_NYSE;CRM_NYSE;WMT_NYSE;CMCSA_NAS;NEE_NYSE;WFC_NYSE;TXN_NAS;QCOM_NAS;AMD_NAS;BMY_NYSE;LIN_NYSE;PM_NYSE;UNP_NYSE;UPS_NYSE;NKE_NYSE;INTC_NAS;RTX_NYSE;CVS_NYSE;INTU_NAS;HON_NYSE;LOW_NYSE;SPGI_NYSE;COP_NYSE;AMGN_NAS;T_NYSE;AMT_NYSE;MS_NYSE;MDT_NYSE;ORCL_NYSE;GS_NYSE;IBM_NYSE;PYPL_NAS;SCHW_NYSE;NFLX_NAS;ADP_NAS;BLK_NYSE;C_NYSE;CAT_NYSE;DE_NYSE;LMT_NYSE;NOW_NYSE;SBUX_NAS;PLD_NYSE;AXP_NYSE;AMAT_NAS;BA_NYSE;ADI_NAS;CI_NYSE;MDLZ_NAS;GE_NYSE;MMC_NYSE;MMM_NYSE;TMUS_NAS;BKNG_NAS;ISRG_NAS;DUK_NYSE;CB_NYSE;ZTS_NYSE;SO_NYSE;MO_NYSE;TGT_NYSE;GILD_NAS;CCI_NYSE;TJX_NYSE;VRTX_NAS;BDX_NYSE;SYK_NYSE;CSX_NAS;CME_NAS;MU_NAS;PNC_NYSE;LRCX_NAS;PGR_NYSE;NOC_NYSE;TFC_NYSE;REGN_NAS;CL_NYSE;D_NYSE;EOG_NYSE;WM_NYSE;USB_NYSE;EW_NYSE;EQIX_NAS;AON_NYSE;EL_NYSE;FISV_NAS;F_NYSE;HUM_NYSE;ATVI_NAS;NSC_NYSE;FIS_NYSE;ITW_NYSE;ICE_NYSE;BSX_NYSE;ETN_NYSE;SHW_NYSE;APD_NYSE;MRNA_NAS;SNPS_NAS;OXY_NYSE;DG_NYSE;GM_NYSE;KLAC_NAS;CNC_NYSE;CHTR_NAS;FDX_NYSE;GD_NYSE;PSA_NYSE;AEP_NAS;MCK_NYSE;EMR_NYSE;MPC_NYSE;PXD_NYSE;SLB_NYSE;SRE_NYSE;MCO_NYSE;CDNS_NAS;ADSK_NAS;HCA_NYSE;NXPI_NAS;ADM_NYSE;ORLY_NAS;APH_NYSE;MET_NYSE;IQV_NYSE;VLO_NYSE;ROP_NYSE;GIS_NYSE;CMG_NYSE;FCX_NYSE;LHX_NYSE;COF_NYSE;AIG_NYSE;KMB_NYSE;MAR_NAS;O_NYSE;EXC_NAS;AZO_NYSE;TEL_NYSE;CTVA_NYSE;PSX_NYSE;PAYX_NAS;MSI_NYSE;ECL_NYSE;SYY_NYSE;XEL_NAS;TRV_NYSE;WMB_NYSE;DOW_NYSE;MSCI_NYSE;MCHP_NAS;JCI_NYSE;DVN_NYSE;A_NYSE;ENPH_NAS;STZ_NYSE;PRU_NYSE;PH_NYSE;AJG_NYSE;GPN_NYSE;AFL_NYSE;CTAS_NAS;SBAC_NAS;TT_NYSE;HLT_NYSE;NUE_NYSE;SPG_NYSE;WELL_NYSE;CARR_NYSE;DLTR_NAS;DLR_NYSE;NEM_NYSE;EA_NAS;FTNT_NAS;HPQ_NYSE;CTSH_NAS;KMI_NYSE;ALL_NYSE;TDG_NYSE;DXCM_NAS;RMD_NYSE;ED_NYSE;OTIS_NYSE;YUM_NYSE;PEG_NYSE;MTB_NYSE;TWTR_NYSE;MNST_NAS;IDXX_NAS;BK_NYSE;WEC_NYSE;ALB_NYSE;HSY_NYSE;VRSK_NAS;CMI_NYSE;ILMN_NAS;PCAR_NAS;BIIB_NAS;DD_NYSE;AMP_NYSE;PPG_NYSE;ROST_NAS;FAST_NAS;ES_NYSE;IFF_NYSE;HES_NYSE;MTD_NYSE;KEYS_NYSE;KR_NYSE;ON_NAS;DFS_NYSE;BAX_NYSE;AVB_NYSE;TROW_NAS;RSG_NYSE;FRC_NYSE;APTV_NYSE;ROK_NYSE;AME_NYSE;ODFL_NAS;KDP_NAS;WBA_NAS;CBRE_NYSE;AWK_NYSE;GLW_NYSE;OKE_NYSE;ANET_NYSE;EXR_NYSE;EBAY_NAS;CPRT_NAS;WY_NYSE;KHC_NAS;STT_NYSE;EQR_NYSE;SIVB_NAS;EFX_NYSE;EIX_NYSE;HAL_NYSE;DTE_NYSE;DHI_NYSE;FITB_NAS;ARE_NYSE;IT_NYSE;GWW_NYSE;EPAM_NYSE;WST_NYSE;DRE_NYSE;ANSS_NAS;ETR_NYSE;FTV_NYSE;CDW_NAS;BKR_NYSE;ZBH_NYSE;AEE_NYSE;LYB_NYSE;URI_NYSE;LH_NYSE;TSN_NYSE;VMC_NYSE;FE_NYSE;LUV_NYSE;HIG_NYSE;LEN_NYSE;MLM_NYSE;MPWR_NAS;PPL_NYSE;ABC_NYSE;FANG_NAS;GPC_NAS;MKC_NYSE;TSCO_NAS;NDAQ_NAS;DAL_NYSE;CF_NYSE;RF_NYSE;IR_NYSE;NTRS_NAS;MAA_NYSE;STE_NYSE;CHD_NYSE;RJF_NYSE;BR_NYSE;ALGN_NAS;VTR_NYSE;HBAN_NAS;ULTA_NAS;WAT_NYSE;PWR_NYSE;CNP_NYSE;MOS_NYSE;CMS_NYSE;DOV_NYSE;PKI_NYSE;CFG_NYSE;CTLT_NYSE;VRSN_NAS;MOH_NYSE;TTWO_NAS;CAH_NYSE;AMCR_NYSE;HPE_NYSE;ESS_NYSE;MTCH_NAS;K_NYSE;PAYC_NYSE;PFG_NAS;TDY_NYSE;SWKS_NAS;XYL_NYSE;ZBRA_NAS;HOLX_NAS;SEDG_NAS;SYF_NYSE;EXPD_NAS;WAB_NYSE;KEY_NYSE;TRMB_NAS;CLX_NYSE;FLT_NYSE;GNRC_NYSE;J_NYSE;MRO_NYSE;EXPE_NAS;DRI_NYSE;TER_NAS;NTAP_NAS;DGX_NYSE;AVY_NYSE;STX_NAS;TYL_NYSE;FDS_NYSE;IP_NYSE;AES_NYSE;KMX_NYSE;CAG_NYSE;COO_NYSE;JBHT_NAS;BBY_NYSE;ATO_NYSE;IEX_NYSE;EVRG_NYSE;WDC_NAS;PARA_NAS;LNT_NAS;BRO_NYSE;IRM_NYSE;CINF_NAS;AKAM_NAS;CPT_NYSE;POOL_NAS;CHRW_NAS;JKHY_NAS;PEAK_NYSE;LKQ_NAS;VFC_NYSE;ETSY_NAS;OMC_NYSE;DPZ_NYSE;SWK_NYSE;GRMN_NAS;UDR_NYSE;TXT_NYSE;TECH_NAS;HWM_NYSE;SJM_NYSE;KIM_NYSE;FMC_NYSE;HRL_NYSE;LDOS_NYSE;NLOK_NAS;INCY_NAS;HST_NAS;NVR_NYSE;WRB_NYSE;PKG_NYSE;VTRS_NAS;MAS_NYSE;LVS_NYSE;ABMD_NAS;LYV_NYSE;PTC_NAS;NDSN_NAS;EMN_NYSE;SBNY_NAS;CE_NYSE;BXP_NYSE;CTXS_NAS;NI_NYSE;AAP_NYSE;UAL_NAS;SNA_NYSE;QRVO_NAS;TFX_NYSE;IPG_NYSE;LW_NYSE;APA_NAS;BIO_NYSE;FOXA_NAS;CRL_NYSE;L_NYSE;CMA_NYSE;WRK_NYSE;CZR_NAS;RE_NYSE;HSIC_NAS;TAP_NYSE;PHM_NYSE;CCL_NYSE;FFIV_NAS;HAS_NAS;LUMN_NYSE;MKTX_NAS;NRG_NYSE;CPB_NYSE;REG_NAS;NLSN_NYSE;AAL_NAS;GL_NYSE;BWA_NYSE;FBHS_NYSE;ALLE_NYSE;RCL_NYSE;AIZ_NYSE;WHR_NYSE;TPR_NYSE;JNPR_NYSE;CDAY_NYSE;HII_NYSE;RHI_NYSE;ZION_NAS;SEE_NYSE;PNW_NYSE;LNC_NYSE;AOS_NYSE;PNR_NYSE;ROL_NYSE;XRAY_NAS;NWL_NAS;BEN_NYSE;FRT_NYSE;UHS_NYSE;NWSA_NAS;WYNN_NAS;DXC_NYSE;MHK_NYSE;IVZ_NYSE;PENN_NAS;NCLH_NYSE;ALK_NYSE;DVA_NYSE;DISH_NAS;FOX_NAS;PVH_NYSE;VNO_NYSE;RL_NYSE;NWS_NAS
2021-10-06 00:00:00;141.713;293.06;162.831;781.59;137.28;394.11;206.53;159.6;60.39;168.74;141.14;226.27;330.12;104.78;348.22;41.89;44.191;109.041;53.688;154.9;227.76;449.17;574.03;80.472;487.642;175.42;569.777;324.883;116.409;246.7;53.93;299.958;54.52;275.031;137.64;56.86;81.09;47.89;194.23;128.06;103.406;59.094;295.19;96.74;212.63;180.83;148.84;53.96;89.277;83.15;534.29;216.56;204.161;427.185;71.657;210.038;27.27;268.11;98.87;;91.36;387.53;142.26;263.8;75.659;638.51;204.72;834.717;72.279;191.581;337.109;349.64;628.633;111.61;127.574;173.351;126.304;224.866;165.852;202.777;60.15;104.283;155.095;178.34;124.32;2443.68;333.79;101.807;176.028;195.362;62.734;46.51;226.822;67.4;174.262;64.295;180.54;238.8;263.481;32.548;198.36;69.85;200.617;550.532;92.309;377.021;60.011;545.36;75.136;74.124;86.28;151.215;;109.336;762.02;290.676;313.512;108.411;14.119;391.966;77.149;262.704;120.907;212.088;122.294;42.821;151.651;293.651;260.262;301.71;294.17;31.847;207.14;53.776;328.076;63.009;742.76;223.904;198.871;301.416;84.556;197.781;95.53;62.681;181.518;29.89;127.621;357.571;149.725;276.952;239.255;190.57;62.184;612.666;74.506;63.948;238.938;75.217;452.617;62.116;1830.811;31.644;226.64;168.013;57.186;133.034;155.16;67.657;34.98;1664.248;144.349;41.904;78.188;118.077;233.443;216.146;80.924;64.242;154.691;27.057;57.065;598.815;73.703;69.502;38.559;153.509;153.181;211.513;107.796;293.413;152.473;158.038;53.203;395.638;336.75;176.879;139.256;95.781;132.444;83.132;52.625;97.121;144.394;54.497;134.34;301.9;27.718;74.37;16.733;127.271;649.524;135.06;255.947;74.586;82.845;123.266;60.858;151.887;61.222;90.186;616.14;54.555;90.495;221.722;178.647;203.35;234.481;;81.723;283.89;69.81;273.075;146.736;105.602;51.905;86.061;137.353;82.581;1384.433;160.911;39.448;44.59;126.468;80.717;226.29;193.261;123.435;200.753;157.368;297.675;125.229;292.63;34.023;46.86;97.068;173.746;36.312;60.011;88.26;170.306;71.47;137.55;35.805;37.34;88.529;83.711;657.74;256.801;56.434;22.945;115.191;83.078;43.753;194.83;304.33;408.596;580.411;413.293;50.2;344.02;103.154;70.381;175.15;;146.334;83.009;95.603;346.426;274.664;78.57;174.612;36.635;54.372;72.174;93.204;356.957;466.48;28.546;116.788;103.766;123.134;80.186;196.6;194.298;43.994;59.868;21.632;50.91;111.05;191.796;212.212;82.789;94.45;166.716;650.352;54.393;15.887;367.875;343.845;111.668;25.766;38.397;61.175;158.953;169.999;48.625;129.428;208.261;269.848;165.34;48.62;11.718;14.744;328.649;156.811;64.451;505.502;67.118;427.214;;122.052;505.75;71.309;259.83;49.871;115.535;88.829;22.589;81.67;165.437;260.684;404.346;132.165;15.063;169.964;157.274;108.786;90.073;142.056;209.75;80.681;463.362;394.373;53.957;23.373;129.094;34.423;413.793;171.607;105.626;90.108;211.305;63.417;56.38;39.094;57.017;58.689;44.024;116.113;103.538;152.592;439.98;88.692;163.03;33.819;49.78;66.848;209.25;75.233;483.347;176.564;156.222;53.92;71.77;482.68;31.971;122.998;21.585;89.679;41.781;96.833;25.248;65.63;16.376;4797.092;51.016;140.899;13.415;56.041;36.581;336.3;100.864;119.27;238.12;103.309;290.23;158.87;112.76;105.883;24.612;211.324;50.16;215.133;164.43;377.649;37.36;62.246;22.035;720.787;41.46;408.048;56.416;83.811;50.555;114.364;260.487;78.194;47.31;46.925;24.883;197.539;87.868;12.738;412.05;40.933;42.443;69.143;19.117;20.524;92.322;43.703;93.907;129.367;90.233;160.631;200.983;37.482;28.063;116.057;196.894;103.81;62.769;56.644;74.196;71.654;63.692;72.431;36.386;57.406;22.113;30.415;121.134;132.256;23.593;84.133;34.333;178.286;25.272;71.59;27.534;60.926;113.96;44.73;38.3;104.164;43.291;115.16;23.305
2021-10-07 00:00:00;143.316;295.21;165.263;793.51;139.28;405.06;211.0;161.43;60.63;170.2;142.44;230.44;337.54;105.67;354.43;42.71;44.159;110.898;53.87;156.38;232.87;453.08;583.47;81.87;494.187;178.03;579.754;326.115;118.045;248.61;55.08;303.072;53.88;274.755;139.26;57.5;80.91;47.68;195.44;127.87;106.54;58.884;299.18;95.62;211.58;181.43;152.18;54.27;90.163;84.26;538.18;218.71;207.843;432.81;71.505;209.174;27.05;265.88;98.89;;92.24;390.77;141.9;263.52;76.426;632.47;207.668;843.288;72.201;195.677;343.72;351.71;638.116;112.36;129.491;174.177;127.544;226.594;166.934;204.924;59.88;105.726;156.794;178.06;123.1;2466.39;338.37;101.034;178.283;199.054;62.653;46.45;229.787;68.18;172.722;65.03;179.9;235.32;265.931;32.171;201.86;70.58;201.758;554.857;91.233;382.679;60.507;551.98;75.586;73.926;85.771;153.632;;110.9;767.63;292.878;314.61;109.238;14.898;402.883;77.315;259.657;121.245;215.475;126.368;43.637;154.178;293.454;263.533;309.306;298.9;32.453;210.791;56.505;330.095;63.888;742.48;222.779;201.622;301.153;84.204;199.511;97.433;63.468;184.111;30.98;125.433;362.753;152.09;283.602;242.035;194.07;63.057;612.095;75.634;64.574;243.838;75.82;452.529;61.222;1846.729;34.349;230.503;167.927;57.233;133.697;157.74;67.818;34.72;1685.103;146.338;42.465;79.222;118.722;236.633;216.29;82.739;63.988;157.489;27.596;58.612;608.625;74.671;70.347;38.353;155.575;157.356;215.825;108.487;289.837;153.406;159.633;54.156;400.468;338.24;176.926;140.963;98.895;133.971;82.758;53.37;98.34;143.627;54.655;137.67;309.62;28.037;75.31;16.946;127.385;648.067;134.73;255.188;74.481;84.404;125.308;60.404;153.495;64.042;90.195;622.26;54.461;89.726;221.926;177.694;206.79;234.776;;83.042;288.106;70.56;276.893;150.801;108.104;52.712;85.991;138.161;83.427;1405.552;163.219;39.499;45.5;127.351;80.653;225.774;194.709;125.052;202.253;164.597;305.363;125.347;293.65;34.969;47.87;98.698;172.379;36.953;60.683;90.964;172.56;74.22;140.88;35.982;37.06;89.16;83.529;663.67;259.083;57.231;23.342;115.095;84.283;43.779;194.856;304.842;416.838;595.445;417.113;50.827;349.73;103.465;71.414;177.755;;147.661;82.728;98.084;352.447;279.051;78.655;176.545;36.447;54.049;72.551;94.089;360.326;473.38;28.376;118.429;105.182;125.571;80.346;197.92;197.852;43.669;60.5;21.813;51.722;112.944;191.787;217.209;82.974;95.979;168.577;661.903;54.667;15.944;374.749;345.961;113.253;25.629;39.641;60.539;159.947;170.823;48.625;131.112;209.893;275.847;170.64;49.036;11.805;14.762;328.516;159.946;63.099;511.666;67.986;429.542;;122.165;504.87;71.756;263.1;49.622;115.274;90.263;22.653;82.97;165.152;263.555;417.167;134.745;15.332;172.184;155.828;111.371;91.125;143.594;212.92;81.776;471.202;399.886;54.354;24.124;131.252;34.228;414.915;172.973;107.558;89.618;213.917;62.772;57.39;39.872;56.631;59.432;43.967;118.857;103.68;152.003;452.58;89.598;164.52;33.755;51.82;68.269;217.0;75.505;482.071;177.603;156.638;53.445;73.354;487.91;32.14;121.691;21.806;89.873;41.365;97.481;25.738;65.59;16.441;4849.376;51.674;142.561;13.627;57.079;37.044;339.43;98.999;119.97;240.44;105.075;291.05;160.054;113.309;104.096;24.557;214.122;49.466;215.862;165.12;373.973;37.773;58.25;22.86;728.918;42.23;416.106;56.934;84.123;50.952;115.889;265.713;79.745;47.043;47.628;24.482;202.065;89.323;12.665;417.6;41.237;42.238;69.94;19.439;20.149;93.989;45.72;95.386;131.528;88.794;162.828;204.79;38.115;28.589;118.304;202.759;107.163;63.138;57.539;68.3;72.198;64.584;72.402;36.722;58.029;22.46;30.542;121.53;132.879;24.063;85.465;34.591;181.118;25.392;75.02;26.974;60.35;114.419;45.41;38.91;106.973;43.464;116.965;23.762
2021-10-08 00:00:00;142.939;294.73;164.209;785.37;139.83;408.59;208.4;161.02;62.24;170.17;141.55;230.43;334.28;108.16;354.71;42.44;44.364;111.27;54.124;155.98;234.28;451.26;583.06;80.643;492.749;176.73;576.965;325.18;118.407;247.57;55.05;299.992;53.26;272.267;139.71;54.7;80.26;48.04;194.91;126.65;105.197;57.403;295.74;95.24;216.22;184.4;152.4;53.83;90.543;84.49;530.69;217.59;206.104;429.099;74.941;208.888;26.75;261.84;100.02;;94.44;392.53;143.42;260.02;77.326;632.78;206.242;844.503;72.304;195.402;343.237;353.7;617.022;111.14;128.432;175.285;126.234;226.492;168.766;204.911;59.48;104.703;156.715;176.91;120.92;2467.6;328.49;100.534;182.677;197.916;62.595;46.7;229.131;68.07;169.63;64.684;178.58;232.56;263.39;32.743;201.23;70.15;202.991;549.888;90.892;388.568;60.822;549.96;75.541;72.724;90.803;154.695;;108.685;750.03;294.448;311.669;107.857;15.11;412.172;77.559;265.037;120.044;216.511;127.945;43.086;153.562;289.384;265.285;304.097;291.0;33.671;210.338;58.606;326.205;64.252;706.54;223.574;202.056;299.099;83.588;200.124;96.549;65.123;193.088;31.69;124.534;362.342;149.993;278.908;240.654;190.2;63.217;609.229;75.798;64.897;241.986;78.73;451.656;61.453;1818.082;34.155;233.081;168.887;57.608;132.754;157.01;67.161;34.46;1680.97;145.661;42.778;82.269;118.666;236.77;214.79;83.386;63.196;157.3;28.265;58.763;598.257;73.186;69.06;39.893;152.291;154.482;219.845;109.628;290.91;155.768;159.206;54.471;402.287;329.62;171.676;141.426;97.741;131.894;82.559;51.519;98.855;140.512;54.312;139.76;307.3;27.912;75.45;17.451;126.896;642.688;132.12;253.615;73.453;83.516;123.352;59.894;153.496;63.686;89.267;617.06;55.824;88.779;214.413;177.529;207.32;236.092;;84.763;285.538;70.37;278.99;150.701;107.849;52.764;85.459;138.067;89.012;1385.973;161.885;39.422;44.47;128.435;80.083;223.675;195.296;125.555;203.957;165.088;300.969;126.087;287.33;35.038;47.32;96.981;170.796;37.167;61.645;92.871;170.888;75.0;140.11;36.223;36.75;91.05;82.687;669.49;259.04;57.146;23.884;114.201;83.491;43.94;192.379;304.184;417.49;585.584;407.286;50.364;345.2;103.216;70.794;176.241;;146.572;82.116;97.929;343.015;277.977;78.586;175.263;36.214;53.871;72.861;93.934;357.671;469.25;28.388;119.259;109.909;126.009;79.274;194.46;197.257;43.328;61.153;22.002;51.044;115.436;191.104;219.235;83.061;96.117;168.658;642.04;54.554;16.006;376.967;343.297;112.822;25.566;40.495;60.193;157.778;170.092;49.04;130.306;205.728;280.212;173.87;48.7;11.727;14.829;326.394;157.267;62.816;504.391;68.909;422.387;;121.473;498.53;71.365;260.85;49.923;114.274;89.733;22.987;81.88;163.158;262.771;406.194;135.386;16.075;169.909;154.788;109.602;91.457;141.828;206.213;79.92;475.797;400.889;54.345;24.052;130.624;33.722;409.992;169.87;107.244;89.927;211.928;62.011;56.638;39.825;55.915;59.967;42.581;119.985;102.176;150.255;446.47;90.754;165.8;33.585;52.48;67.974;211.55;75.15;479.654;177.309;155.187;53.054;71.87;479.61;31.639;121.614;21.718;89.089;41.62;98.965;25.617;65.78;16.436;4838.649;51.406;138.816;13.623;56.857;38.183;335.95;98.143;119.81;236.93;105.08;300.47;159.095;113.856;98.409;24.396;214.098;49.098;215.161;165.95;362.813;37.241;56.356;24.385;723.602;42.24;408.204;57.326;84.144;50.235;113.921;268.367;79.716;46.749;47.285;23.755;200.94;89.717;12.458;410.32;41.36;42.192;69.35;19.543;20.041;94.394;46.734;94.666;131.477;87.582;162.31;198.578;37.368;28.629;118.67;206.716;109.312;63.483;57.188;66.532;72.544;64.265;70.759;36.646;58.033;21.984;29.985;121.229;130.389;24.048;85.986;34.343;178.394;25.008;73.21;26.345;59.788;113.117;44.46;39.05;104.546;43.786;113.244;23.896
2021-10-11 00:00:00;143.086;294.72;162.481;792.13;139.18;404.61;207.34;160.15;61.61;166.75;142.3;225.08;336.96;107.23;347.69;42.06;43.811;110.527;54.236;156.26;233.98;450.03;579.38;79.934;493.467;173.79;573.982;326.595;117.135;246.93;55.0;298.969;52.18;274.153;139.57;52.39;77.82;47.29;193.62;125.02;104.856;57.405;295.11;95.06;215.32;181.73;150.24;53.54;89.855;84.38;526.32;215.66;208.778;428.474;73.96;206.702;26.06;261.05;97.57;;95.42;385.85;142.51;254.98;76.73;627.84;203.856;840.497;71.746;192.863;332.828;357.35;615.614;111.09;128.916;173.541;127.61;226.469;168.118;203.801;59.46;104.252;156.971;176.58;117.18;2466.76;324.19;99.654;182.251;197.63;61.845;46.69;228.974;68.14;168.755;62.995;179.49;229.98;258.403;32.495;201.5;69.35;201.216;552.457;91.297;393.383;60.303;545.74;75.769;72.017;90.145;154.09;;108.505;749.74;295.258;309.737;103.765;15.1;414.622;76.314;264.451;115.9;214.015;127.813;42.194;152.65;288.909;269.248;305.419;288.77;33.41;209.986;58.237;325.487;63.101;695.83;219.592;202.999;301.869;82.428;201.426;94.226;64.567;193.127;32.44;123.271;361.125;149.628;277.021;237.459;186.03;63.949;605.206;75.16;65.182;240.488;77.81;452.717;61.698;1787.2;35.261;235.004;166.265;57.927;132.613;157.01;67.671;33.91;1676.289;145.674;42.445;82.111;117.442;235.049;212.223;82.764;62.379;156.281;28.555;58.25;598.81;72.009;68.837;39.465;150.032;161.005;219.372;110.135;287.657;157.417;151.575;54.469;402.373;329.23;169.826;142.965;98.739;132.409;82.771;51.269;98.551;139.489;54.217;139.74;306.95;27.683;75.43;17.706;127.85;637.169;132.17;251.567;74.068;81.634;121.898;59.189;151.247;62.173;88.068;613.44;55.587;87.199;214.213;178.048;206.51;232.407;;83.879;285.79;69.9;277.79;152.165;105.629;52.23;84.254;139.778;89.905;1359.593;161.964;39.574;43.42;125.702;78.933;223.656;195.199;126.176;202.237;160.172;299.18;124.736;286.79;35.083;47.44;97.571;168.679;36.899;61.88;94.331;172.122;74.59;138.76;37.255;36.8;90.919;82.61;668.02;258.193;56.159;24.645;112.109;83.354;43.537;191.554;301.933;413.083;576.394;403.408;50.564;343.91;102.506;70.583;174.483;;144.039;81.175;97.453;343.138;273.996;78.354;171.789;35.684;51.604;72.634;93.505;349.492;461.35;28.157;122.353;110.716;126.071;78.51;193.89;197.395;43.138;62.178;21.835;50.138;115.739;191.056;220.614;82.952;96.586;167.849;630.874;54.627;15.813;381.7;342.322;110.996;25.541;41.976;59.257;157.01;168.098;48.339;128.727;204.682;278.507;170.77;48.684;11.611;14.872;326.262;155.592;62.808;501.136;68.106;422.94;;118.982;493.72;69.896;276.85;49.071;115.482;89.301;22.82;80.5;162.112;255.078;410.666;134.268;15.937;168.465;153.221;108.056;91.768;140.279;206.021;81.641;474.968;405.64;55.591;24.029;129.228;33.575;404.279;169.406;108.861;89.055;207.402;62.033;56.199;39.402;54.636;60.342;42.624;118.738;102.348;150.972;444.77;91.281;164.76;33.701;52.28;69.278;202.5;75.257;480.522;175.056;153.521;52.857;71.128;477.5;31.373;121.614;21.783;88.324;41.918;97.702;25.581;64.85;16.501;4829.811;51.094;138.3;13.58;56.831;39.127;332.2;98.035;117.75;237.32;104.909;295.39;159.429;114.57;94.678;24.311;211.978;49.162;213.687;163.83;354.668;37.393;55.131;24.458;717.352;42.17;408.187;56.795;83.536;51.141;114.775;265.35;79.371;45.798;47.181;23.855;201.959;88.742;12.161;403.5;40.872;41.862;69.627;19.639;20.113;93.682;46.999;92.949;129.256;87.46;161.15;197.912;37.475;28.637;117.103;210.882;107.999;62.465;57.184;67.426;72.774;64.175;70.169;36.127;57.193;22.136;29.959;121.643;130.095;23.947;88.978;33.683;179.403;24.817;72.13;26.244;58.382;111.447;43.32;38.94;104.308;44.178;111.263;23.856
